,ContactID,TeamMember,StartDateTime,EndDateTime
73,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-01 01:00:00,2022-02-01 23:00:00
74,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-27 01:00:00,2022-02-27 22:00:00
75,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-08 03:00:00,2022-02-08 17:00:00
76,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-09 01:00:00,2022-02-09 23:00:00
77,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-02 04:00:00,2022-02-02 23:00:00
78,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-19 06:00:00,2022-02-19 22:00:00
79,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-09 06:00:00,2022-02-09 16:00:00
80,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-18 03:00:00,2022-02-18 18:00:00
81,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-10 04:00:00,2022-02-10 23:00:00
82,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-27 03:00:00,2022-02-27 17:00:00
83,070B848B-B91D-4843-88EB-B84B80B07A45,Anilkumar Biradar,2022-02-03 05:00:00,2022-02-03 22:00:00
84,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-23 04:00:00,2022-02-23 23:00:00
85,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-16 03:00:00,2022-02-16 23:00:00
86,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-19 04:00:00,2022-02-19 15:00:00
87,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-05 03:00:00,2022-02-05 20:00:00
88,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-11 03:00:00,2022-02-11 22:00:00
89,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-11 03:00:00,2022-02-11 20:00:00
90,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-04 01:00:00,2022-02-04 23:00:00
91,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-10 03:00:00,2022-02-10 15:00:00
92,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-27 03:00:00,2022-02-27 20:00:00
93,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-04 06:00:00,2022-02-04 23:00:00
94,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-03 01:00:00,2022-02-03 22:00:00
95,07A40A57-E977-4901-8906-56FE590345AD,Benjamin Fruition,2022-02-25 03:00:00,2022-02-25 23:00:00
96,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-10 05:00:00,2022-02-10 17:00:00
97,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-19 01:00:00,2022-02-19 21:00:00
98,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-09 03:00:00,2022-02-09 20:00:00
99,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-24 05:00:00,2022-02-24 19:00:00
100,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-04 04:00:00,2022-02-04 18:00:00
101,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-01 04:00:00,2022-02-01 22:00:00
102,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-16 05:00:00,2022-02-16 20:00:00
103,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-02 01:00:00,2022-02-02 15:00:00
104,0960C092-2944-4CED-97B2-15EED4F8E2A3,Luke Ready,2022-02-18 04:00:00,2022-02-18 23:00:00
105,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-02 05:00:00,2022-02-02 23:00:00
106,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-06 04:00:00,2022-02-06 21:00:00
107,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-09 01:00:00,2022-02-09 23:00:00
108,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-25 01:00:00,2022-02-25 18:00:00
109,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-20 05:00:00,2022-02-20 15:00:00
110,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-24 01:00:00,2022-02-24 21:00:00
111,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-04 03:00:00,2022-02-04 20:00:00
112,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-01 05:00:00,2022-02-01 16:00:00
113,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-16 01:00:00,2022-02-16 20:00:00
114,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-26 01:00:00,2022-02-26 16:00:00
115,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-26 01:00:00,2022-02-26 20:00:00
116,0D22DF01-7D20-4913-A3EA-543CF0903F94,candidate happy,2022-02-26 04:00:00,2022-02-26 20:00:00
117,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-02 03:00:00,2022-02-02 20:00:00
118,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-09 05:00:00,2022-02-09 19:00:00
119,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-11 06:00:00,2022-02-11 23:00:00
120,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-03 04:00:00,2022-02-03 23:00:00
121,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-04 03:00:00,2022-02-04 20:00:00
122,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-17 01:00:00,2022-02-17 17:00:00
123,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-27 05:00:00,2022-02-27 16:00:00
124,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-06 03:00:00,2022-02-06 23:00:00
125,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-03 01:00:00,2022-02-03 17:00:00
126,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-04 03:00:00,2022-02-04 19:00:00
127,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-05 03:00:00,2022-02-05 23:00:00
128,0FE959B2-0198-45D7-9808-20EB4D4CADA3,Dirk Love,2022-02-03 04:00:00,2022-02-03 17:00:00
129,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-24 04:00:00,2022-02-24 20:00:00
130,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-26 06:00:00,2022-02-26 15:00:00
131,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-09 05:00:00,2022-02-09 22:00:00
132,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-18 05:00:00,2022-02-18 23:00:00
133,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-02 01:00:00,2022-02-02 22:00:00
134,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-04 01:00:00,2022-02-04 20:00:00
135,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-04 03:00:00,2022-02-04 18:00:00
136,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-10 01:00:00,2022-02-10 20:00:00
137,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-26 03:00:00,2022-02-26 23:00:00
138,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-03 06:00:00,2022-02-03 22:00:00
139,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-27 03:00:00,2022-02-27 23:00:00
140,0FFC8DAF-3A7A-4BA5-93D8-1C1CFDAEEC22,Ian Braithwaite,2022-02-10 05:00:00,2022-02-10 23:00:00
141,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-07 01:00:00,2022-02-07 22:00:00
142,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-02 03:00:00,2022-02-02 23:00:00
143,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-06 05:00:00,2022-02-06 23:00:00
144,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-27 05:00:00,2022-02-27 19:00:00
145,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-23 01:00:00,2022-02-23 22:00:00
146,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-25 06:00:00,2022-02-25 22:00:00
147,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-02 03:00:00,2022-02-02 22:00:00
148,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-19 04:00:00,2022-02-19 16:00:00
149,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-12 01:00:00,2022-02-12 21:00:00
150,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-21 01:00:00,2022-02-21 20:00:00
151,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-17 03:00:00,2022-02-17 19:00:00
152,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-26 06:00:00,2022-02-26 20:00:00
153,12EE4A65-F714-4F23-A982-E63B1543B79A,Abigail Goss Sulzberger,2022-02-06 03:00:00,2022-02-06 15:00:00
154,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-07 01:00:00,2022-02-07 20:00:00
155,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-10 03:00:00,2022-02-10 22:00:00
156,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-19 03:00:00,2022-02-19 20:00:00
157,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-11 03:00:00,2022-02-11 20:00:00
158,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-05 03:00:00,2022-02-05 20:00:00
159,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-19 04:00:00,2022-02-19 22:00:00
160,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-20 03:00:00,2022-02-20 23:00:00
161,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-04 04:00:00,2022-02-04 20:00:00
162,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-24 03:00:00,2022-02-24 23:00:00
163,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-02 03:00:00,2022-02-02 22:00:00
164,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-06 04:00:00,2022-02-06 23:00:00
165,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-18 01:00:00,2022-02-18 17:00:00
166,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-06 06:00:00,2022-02-06 19:00:00
167,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-05 06:00:00,2022-02-05 23:00:00
168,132A893D-3E30-4995-94B6-CF1817ED4C04,Joe Biden,2022-02-25 04:00:00,2022-02-25 22:00:00
169,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-17 03:00:00,2022-02-17 19:00:00
170,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-19 03:00:00,2022-02-19 23:00:00
171,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-02 03:00:00,2022-02-02 21:00:00
172,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-12 03:00:00,2022-02-12 22:00:00
173,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-04 01:00:00,2022-02-04 22:00:00
174,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-10 03:00:00,2022-02-10 23:00:00
175,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-02 01:00:00,2022-02-02 16:00:00
176,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-06 03:00:00,2022-02-06 21:00:00
177,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-04 05:00:00,2022-02-04 20:00:00
178,14475DC5-2FC6-404D-BD4F-8571F7FACBC0,Jason Hunt,2022-02-23 01:00:00,2022-02-23 23:00:00
179,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-09 03:00:00,2022-02-09 23:00:00
180,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-16 05:00:00,2022-02-16 19:00:00
181,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-18 01:00:00,2022-02-18 20:00:00
182,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-19 04:00:00,2022-02-19 23:00:00
183,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-06 01:00:00,2022-02-06 23:00:00
184,169B8DFF-14F4-4777-8678-677773A1795E,Andrew Paul,2022-02-25 03:00:00,2022-02-25 15:00:00
185,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-25 03:00:00,2022-02-25 20:00:00
186,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-20 01:00:00,2022-02-20 23:00:00
187,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-03 04:00:00,2022-02-03 18:00:00
188,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-19 04:00:00,2022-02-19 15:00:00
189,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-04 01:00:00,2022-02-04 17:00:00
190,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-21 06:00:00,2022-02-21 18:00:00
191,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-11 01:00:00,2022-02-11 18:00:00
192,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-02 03:00:00,2022-02-02 20:00:00
193,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-18 04:00:00,2022-02-18 23:00:00
194,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-06 01:00:00,2022-02-06 17:00:00
195,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-05 05:00:00,2022-02-05 18:00:00
196,16C8979A-5D93-4A4D-856E-16F5A53C0F96,Tyson Jenson,2022-02-10 03:00:00,2022-02-10 15:00:00
197,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-05 01:00:00,2022-02-05 20:00:00
198,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-23 01:00:00,2022-02-23 20:00:00
199,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-12 03:00:00,2022-02-12 23:00:00
200,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-24 03:00:00,2022-02-24 20:00:00
201,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-16 04:00:00,2022-02-16 22:00:00
202,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-18 04:00:00,2022-02-18 20:00:00
203,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-03 01:00:00,2022-02-03 20:00:00
204,1ADAC658-0008-473B-A7DB-D0EFA3E0136F,Bruce Wayne,2022-02-27 03:00:00,2022-02-27 23:00:00
205,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-01 03:00:00,2022-02-01 22:00:00
206,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-11 03:00:00,2022-02-11 20:00:00
207,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-16 01:00:00,2022-02-16 20:00:00
208,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-19 03:00:00,2022-02-19 20:00:00
209,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-20 03:00:00,2022-02-20 20:00:00
210,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-04 04:00:00,2022-02-04 16:00:00
211,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-18 06:00:00,2022-02-18 16:00:00
212,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-24 05:00:00,2022-02-24 20:00:00
213,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-03 04:00:00,2022-02-03 21:00:00
214,1E08C7D8-13BB-4A1E-AB22-CC3F4BFFF2B4,Frankie  Valley,2022-02-26 04:00:00,2022-02-26 23:00:00
215,1E4C762C-89EB-4831-94E7-5B5B814E211F,Emma Love,2022-02-01 03:00:00,2022-02-01 15:00:00
216,1E4C762C-89EB-4831-94E7-5B5B814E211F,Emma Love,2022-02-17 01:00:00,2022-02-17 22:00:00
